"episode","Provider","hrr","maadvantage","avgagehrr","avghcchrr","pctmalehrr","pctblackhrr","pcthispanichrr","pctmdcaidhrr","pctbenesusip","pctbenesusnf","pctbenesuhh","pctbenesuop","pctbenesuasc","Acute Care Hospital Beds per 1,000 Residents (2012)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Rank for Variable dshpct","Rank for Variable cmi","Rank for Variable mdadjadmit","qstarrating","urbanlocation","joinnetwork","jchaoaccredited","qieffort","reform","mdaffiliation","ownershipstatus","hospitalbedsize"
20007,140179,155,26.11,76,1.01,42.27,18.14,4.52,7.31,19,6.28,13.49,64.97,5.89,2.425631673977,77.724956353,129.82714609,1,2,3,2,1,0,1,0,1,2,2,2
18123,140180,156,35.91,76,1.03,42.08,32.02,14.03,17.29,17.72,6.18,17.05,65.94,2.55,2.93236745632,101.63091718,156.34302656,3,1,1,4,1,1,1,1,0,1,2,3
17403,140181,156,35.91,76,1.03,42.08,32.02,14.03,17.29,17.72,6.18,17.05,65.94,2.55,2.93236745632,101.63091718,156.34302656,3,0,2,2,1,,0,0,,1,2,2
20298,140182,156,35.91,76,1.03,42.08,32.02,14.03,17.29,17.72,6.18,17.05,65.94,2.55,2.93236745632,101.63091718,156.34302656,3,2,2,2,1,0,1,1,1,2,2,3
18236,140184,208,24.14,75,0.96,44.63,3.24,0.37,13.06,19.46,6.6,9.2,70.87,9.1,3.027004193777,57.530979873,104.07156694,2,2,2,2,0,,1,0,,1,3,1
18179,140185,273,35.73,75,1.03,43.17,8.83,0.76,11.34,18.91,5.96,9.76,74.43,8.4,2.697932974028,67.870520304,123.40962247,1,2,2,4,1,0,0,1,0,1,2,2
21962,140186,164,19.47,75,0.97,44.33,4.29,4,5.64,19.3,5.96,10.54,70.54,9.08,2.118101995642,62.326806156,125.69269362,3,2,3,5,1,1,0,1,1,3,2,2
19731,140187,273,35.73,75,1.03,43.17,8.83,0.76,11.34,18.91,5.96,9.76,74.43,8.4,2.697932974028,67.870520304,123.40962247,1,2,0,3,1,0,1,0,0,2,2,2
17151,140189,173,38.2,75,0.94,44.53,3.62,0.8,10.39,18.11,6.22,6.41,72.68,5.1,2.146308842726,75.718970638,116.7033147,1,1,3,3,0,0,1,1,1,1,2,2
20205,140191,155,26.11,76,1.01,42.27,18.14,4.52,7.31,19,6.28,13.49,64.97,5.89,2.425631673977,77.724956353,129.82714609,3,1,0,3,1,0,0,1,0,1,2,3
16030,140197,156,35.91,76,1.03,42.08,32.02,14.03,17.29,17.72,6.18,17.05,65.94,2.55,2.93236745632,101.63091718,156.34302656,3,0,2,3,1,,0,0,,1,2,2
22127,140200,166,24.25,76,0.93,42.69,5.18,7.16,6.56,16.92,6.39,11.7,69.15,7.43,1.947205676435,79.172516288,140.35072512,0,2,1,4,1,1,1,1,1,1,3,2
21320,140202,451,39.19,76,0.97,43.34,5.59,3.45,10.31,17.24,5.84,8.21,66.97,6.32,1.981703800077,78.878258355,144.43385103,2,2,0,5,1,1,1,1,0,1,2,2
17734,140206,156,35.91,76,1.03,42.08,32.02,14.03,17.29,17.72,6.18,17.05,65.94,2.55,2.93236745632,101.63091718,156.34302656,3,0,2,2,1,0,1,0,1,1,2,2
22849,140208,155,26.11,76,1.01,42.27,18.14,4.52,7.31,19,6.28,13.49,64.97,5.89,2.425631673977,77.724956353,129.82714609,2,3,1,3,1,0,0,1,0,2,2,3
20715,140209,170,26.39,76,0.91,44.46,2.43,1.1,7.19,17.38,6.1,7.62,75.51,8.15,2.500805613148,65.692780051,113.27835567,2,2,3,4,1,0,1,1,1,3,2,3
13319,140210,179,19.97,75,0.94,42.99,1.86,0.3,12.3,19.94,6.82,7.22,80.51,8.64,2.578285655269,67.223188341,110.61331279,0,0,1,3,0,0,1,0,0,1,2,1
20572,140211,166,24.25,76,0.93,42.69,5.18,7.16,6.56,16.92,6.39,11.7,69.15,7.43,1.947205676435,79.172516288,140.35072512,0,1,3,4,1,1,1,1,0,1,2,2
18563,140213,164,19.47,75,0.97,44.33,4.29,4,5.64,19.3,5.96,10.54,70.54,9.08,2.118101995642,62.326806156,125.69269362,1,1,0,4,1,,1,1,0,1,2,2
22408,140217,158,17.77,75,0.9,44.59,1.11,4.62,5.29,17.16,5.65,10.3,71.99,6.24,1.651700547722,68.058651291,121.79204062,0,2,0,3,1,1,1,1,0,1,2,2
22780,140223,161,17.92,77,0.92,42.24,1.65,2.71,4.98,15.73,6.89,11.18,75.89,5.39,1.562796526152,102.415824,176.43024546,1,3,1,3,1,1,0,1,0,3,2,3
19322,140224,156,35.91,76,1.03,42.08,32.02,14.03,17.29,17.72,6.18,17.05,65.94,2.55,2.93236745632,101.63091718,156.34302656,2,1,2,2,1,1,1,1,0,3,2,3
19760,140228,171,27.55,75,0.93,44.3,2.83,3.02,10.16,17.24,5.79,7.17,72.26,6.18,2.092712938203,74.893634664,123.61674752,2,2,1,4,1,1,1,1,1,2,2,2
21443,140231,163,21.34,75,0.88,43.78,3.11,3.04,4.03,15.96,5.81,9.93,65.37,10.4,1.459357835032,76.634742581,146.6413503,0,2,2,3,1,1,1,1,1,1,2,2
21427,140233,171,27.55,75,0.93,44.3,2.83,3.02,10.16,17.24,5.79,7.17,72.26,6.18,2.092712938203,74.893634664,123.61674752,0,3,3,3,1,0,1,1,0,3,2,2
16583,140234,170,26.39,76,0.91,44.46,2.43,1.1,7.19,17.38,6.1,7.62,75.51,8.15,2.500805613148,65.692780051,113.27835567,1,0,2,4,0,1,0,0,0,1,2,1
20516,140239,171,27.55,75,0.93,44.3,2.83,3.02,10.16,17.24,5.79,7.17,72.26,6.18,2.092712938203,74.893634664,123.61674752,3,2,3,3,1,0,1,1,1,2,2,3
20784,140240,166,24.25,76,0.93,42.69,5.18,7.16,6.56,16.92,6.39,11.7,69.15,7.43,1.947205676435,79.172516288,140.35072512,3,1,1,3,1,,0,1,,3,2,2
22095,140242,166,24.25,76,0.93,42.69,5.18,7.16,6.56,16.92,6.39,11.7,69.15,7.43,1.947205676435,79.172516288,140.35072512,0,2,3,3,1,1,1,1,0,1,2,2
20837,140250,155,26.11,76,1.01,42.27,18.14,4.52,7.31,19,6.28,13.49,64.97,5.89,2.425631673977,77.724956353,129.82714609,1,2,1,4,1,0,1,1,0,1,2,2
21802,140251,156,35.91,76,1.03,42.08,32.02,14.03,17.29,17.72,6.18,17.05,65.94,2.55,2.93236745632,101.63091718,156.34302656,2,2,2,3,1,,1,1,,2,2,2
22789,140252,161,17.92,77,0.92,42.24,1.65,2.71,4.98,15.73,6.89,11.18,75.89,5.39,1.562796526152,102.415824,176.43024546,0,2,3,3,1,1,1,1,1,1,2,3
23124,140258,166,24.25,76,0.93,42.69,5.18,7.16,6.56,16.92,6.39,11.7,69.15,7.43,1.947205676435,79.172516288,140.35072512,0,2,0,4,1,1,1,1,0,2,2,3
16735,140275,191,20.5,76,0.91,44.11,2.54,1.98,8.12,17.65,5.77,8.26,66.84,11.49,2.489306512929,65.318896679,115.19203228,1,1,0,3,1,0,1,1,0,1,1,2
24262,140276,166,24.25,76,0.93,42.69,5.18,7.16,6.56,16.92,6.39,11.7,69.15,7.43,1.947205676435,79.172516288,140.35072512,2,3,3,2,1,1,1,1,1,3,2,3
19592,140280,191,20.5,76,0.91,44.11,2.54,1.98,8.12,17.65,5.77,8.26,66.84,11.49,2.489306512929,65.318896679,115.19203228,1,2,2,2,1,1,1,0,0,1,2,1
23307,140281,156,35.91,76,1.03,42.08,32.02,14.03,17.29,17.72,6.18,17.05,65.94,2.55,2.93236745632,101.63091718,156.34302656,1,3,3,3,1,1,1,1,0,3,2,3
19350,140286,171,27.55,75,0.93,44.3,2.83,3.02,10.16,17.24,5.79,7.17,72.26,6.18,2.092712938203,74.893634664,123.61674752,0,1,3,4,1,0,1,1,0,1,2,1
23136,140288,163,21.34,75,0.88,43.78,3.11,3.04,4.03,15.96,5.81,9.93,65.37,10.4,1.459357835032,76.634742581,146.6413503,0,2,2,4,1,0,0,1,0,1,2,2
18121,140289,273,35.73,75,1.03,43.17,8.83,0.76,11.34,18.91,5.96,9.76,74.43,8.4,2.697932974028,67.870520304,123.40962247,1,1,0,3,1,0,1,1,0,1,2,2
22450,140290,158,17.77,75,0.9,44.59,1.11,4.62,5.29,17.16,5.65,10.3,71.99,6.24,1.651700547722,68.058651291,121.79204062,2,2,0,4,1,1,1,1,0,1,2,2
20777,140291,158,17.77,75,0.9,44.59,1.11,4.62,5.29,17.16,5.65,10.3,71.99,6.24,1.651700547722,68.058651291,121.79204062,0,3,1,5,1,1,0,1,0,1,2,2
20543,140292,166,24.25,76,0.93,42.69,5.18,7.16,6.56,16.92,6.39,11.7,69.15,7.43,1.947205676435,79.172516288,140.35072512,3,1,1,3,1,1,1,1,1,1,2,2
16208,140294,273,35.73,75,1.03,43.17,8.83,0.76,11.34,18.91,5.96,9.76,74.43,8.4,2.697932974028,67.870520304,123.40962247,0,0,3,3,0,0,1,0,0,1,3,1
7119,140300,156,35.91,76,1.03,42.08,32.02,14.03,17.29,17.72,6.18,17.05,65.94,2.55,2.93236745632,101.63091718,156.34302656,3,0,3,3,1,1,1,0,1,1,1,2
20594,140304,163,21.34,75,0.88,43.78,3.11,3.04,4.03,15.96,5.81,9.93,65.37,10.4,1.459357835032,76.634742581,146.6413503,2,1,0,2,1,1,1,1,1,1,2,2
19679,150001,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,1,1,3,4,1,0,0,1,0,2,1,2
20690,150002,181,20.05,75,1.03,42.7,13.95,3.87,9.98,19.74,5.4,9.77,74.01,4.58,2.508811775275,59.946264057,114.91697152,3,2,2,3,1,0,0,1,0,1,2,3
23797,150004,186,15.71,76,1.08,41.74,10.9,10.86,9.04,19.89,5.12,12.95,75.18,4.34,2.512750445312,62.096408618,127.69528576,2,2,3,3,1,1,0,1,1,2,2,2
19033,150005,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,0,1,3,4,1,1,0,1,1,1,1,2
21106,150006,187,32.43,76,0.93,43.1,3.82,1.75,10.31,16.89,5.88,6.77,64.27,12.38,1.897380901923,67.500951618,111.61890831,1,1,3,3,1,1,1,1,0,1,2,2
20528,150007,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,1,1,2,3,1,1,1,1,0,1,2,2
22480,150008,186,15.71,76,1.08,41.74,10.9,10.86,9.04,19.89,5.12,12.95,75.18,4.34,2.512750445312,62.096408618,127.69528576,3,1,1,5,1,,1,1,0,1,2,2
19708,150009,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,65.699548133,130.73605784,2,2,3,3,1,1,1,0,1,2,2,2
21498,150010,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,2,2,2,4,1,0,1,0,0,1,2,2
18154,150011,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,2,1,2,4,0,0,0,1,0,1,2,1
20200,150012,187,32.43,76,0.93,43.1,3.82,1.75,10.31,16.89,5.88,6.77,64.27,12.38,1.897380901923,67.500951618,111.61890831,1,2,1,4,1,1,1,1,1,2,2,2
19856,150015,181,20.05,75,1.03,42.7,13.95,3.87,9.98,19.74,5.4,9.77,74.01,4.58,2.508811775275,59.946264057,114.91697152,1,1,2,3,1,,0,1,,1,2,2
22980,150017,180,43.91,75,0.94,43.22,2.56,1.59,10.5,17.46,7.05,5.91,71.35,6.17,2.152586597484,53.463024056,93.836945476,1,3,1,2,1,,1,1,,1,3,2
19491,150018,187,32.43,76,0.93,43.1,3.82,1.75,10.31,16.89,5.88,6.77,64.27,12.38,1.897380901923,67.500951618,111.61890831,1,2,0,4,1,0,0,1,0,1,1,2
21444,150021,180,43.91,75,0.94,43.22,2.56,1.59,10.5,17.46,7.05,5.91,71.35,6.17,2.152586597484,53.463024056,93.836945476,2,2,1,4,1,0,1,1,0,1,2,3
16008,150022,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,0,0,0,3,0,0,0,1,0,1,2,2
20200,150023,188,15.74,75,1.03,42.14,1.78,0.44,13.77,19.32,7.35,8.42,67.79,6.06,2.464765926008,61.151516509,99.889850067,1,2,2,4,1,0,0,1,1,2,2,2
19361,150024,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,3,2,0,2,1,1,1,1,1,3,1,2
18250,150026,187,32.43,76,0.93,43.1,3.82,1.75,10.31,16.89,5.88,6.77,64.27,12.38,1.897380901923,67.500951618,111.61890831,1,1,3,3,1,,1,1,,2,2,2
17973,150030,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,1,1,3,4,0,0,0,1,1,1,1,1
20229,150034,181,20.05,75,1.03,42.7,13.95,3.87,9.98,19.74,5.4,9.77,74.01,4.58,2.508811775275,59.946264057,114.91697152,0,2,0,4,1,1,1,1,0,1,2,2
20773,150035,181,20.05,75,1.03,42.7,13.95,3.87,9.98,19.74,5.4,9.77,74.01,4.58,2.508811775275,59.946264057,114.91697152,1,2,1,4,1,,1,1,,1,3,2
18834,150037,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,0,1,2,3,1,1,0,1,1,1,1,1
19840,150042,179,19.97,75,0.94,42.99,1.86,0.3,12.3,19.94,6.82,7.22,80.51,8.64,2.578285655269,67.223188341,110.61331279,0,1,3,3,0,0,1,1,1,2,2,2
20749,150044,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,65.699548133,130.73605784,1,3,3,2,1,0,0,1,1,1,1,2
14619,150045,180,43.91,75,0.94,43.22,2.56,1.59,10.5,17.46,7.05,5.91,71.35,6.17,2.152586597484,53.463024056,93.836945476,2,0,2,3,0,0,0,0,0,1,2,1
19574,150046,188,15.74,75,1.03,42.14,1.78,0.44,13.77,19.32,7.35,8.42,67.79,6.06,2.464765926008,61.151516509,99.889850067,1,2,1,3,1,,1,1,,2,3,2
18772,150047,180,43.91,75,0.94,43.22,2.56,1.59,10.5,17.46,7.05,5.91,71.35,6.17,2.152586597484,53.463024056,93.836945476,3,2,2,2,1,1,1,0,0,1,3,2
20976,150048,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,1,2,3,4,0,0,0,1,0,1,2,2
20706,150051,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,1,2,1,4,1,0,1,1,0,2,2,2
24570,150056,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,3,3,1,2,1,0,1,1,1,3,2,3
19217,150057,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,0,3,2,5,1,,0,1,,1,2,1
20414,150058,187,32.43,76,0.93,43.1,3.82,1.75,10.31,16.89,5.88,6.77,64.27,12.38,1.897380901923,67.500951618,111.61890831,3,2,1,4,1,0,1,1,0,2,2,3
20935,150059,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,1,2,3,4,1,0,0,1,1,1,1,2
20399,150061,179,19.97,75,0.94,42.99,1.86,0.3,12.3,19.94,6.82,7.22,80.51,8.64,2.578285655269,67.223188341,110.61331279,2,0,2,3,0,,1,0,,1,2,1
15496,150064,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,3,0,3,4,0,,0,0,,1,3,2
17814,150065,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,1,1,3,5,0,1,1,1,0,1,1,1
17200,150069,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,65.699548133,130.73605784,1,0,3,4,0,0,0,0,0,1,2,1
18114,150072,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,2,0,3,3,0,0,0,1,1,1,1,1
19660,150074,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,3,1,3,4,1,1,1,1,0,2,2,2
15283,150075,180,43.91,75,0.94,43.22,2.56,1.59,10.5,17.46,7.05,5.91,71.35,6.17,2.152586597484,53.463024056,93.836945476,1,0,0,3,1,1,1,0,0,1,3,1
18006,150076,187,32.43,76,0.93,43.1,3.82,1.75,10.31,16.89,5.88,6.77,64.27,12.38,1.897380901923,67.500951618,111.61890831,1,1,1,3,0,1,1,1,1,1,2,1
19455,150082,179,19.97,75,0.94,42.99,1.86,0.3,12.3,19.94,6.82,7.22,80.51,8.64,2.578285655269,67.223188341,110.61331279,1,2,2,3,1,1,0,1,1,2,2,3
22986,150084,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,2,3,3,3,1,1,1,1,1,3,2,3
18599,150086,327,45.37,75,0.97,44.65,7.8,0.42,8.17,17.7,6.61,10.41,68.62,8.68,2.355178294092,76.919314155,145.46393916,1,1,0,3,1,0,0,0,0,1,1,1
19117,150088,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,2,1,2,4,1,1,1,1,0,1,2,2
19352,150089,185,19.79,76,0.97,43.2,2.93,0.36,11.3,18.89,6.46,7.19,62.11,16.11,2.24473135962,73.190114113,112.78290491,2,2,3,3,1,0,1,1,1,3,2,2
20498,150090,186,15.71,76,1.08,41.74,10.9,10.86,9.04,19.89,5.12,12.95,75.18,4.34,2.512750445312,62.096408618,127.69528576,0,2,,2,1,,0,1,,2,2,2
14184,150091,180,43.91,75,0.94,43.22,2.56,1.59,10.5,17.46,7.05,5.91,71.35,6.17,2.152586597484,53.463024056,93.836945476,2,0,0,4,0,0,1,1,0,1,2,1
17457,150097,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,1,0,3,4,1,0,0,1,0,1,1,1
20953,150100,179,19.97,75,0.94,42.99,1.86,0.3,12.3,19.94,6.82,7.22,80.51,8.64,2.578285655269,67.223188341,110.61331279,1,2,1,3,1,1,1,1,0,1,2,3
11977,150101,180,43.91,75,0.94,43.22,2.56,1.59,10.5,17.46,7.05,5.91,71.35,6.17,2.152586597484,53.463024056,93.836945476,1,0,0,4,1,0,1,1,0,1,2,1
15847,150102,181,20.05,75,1.03,42.7,13.95,3.87,9.98,19.74,5.4,9.77,74.01,4.58,2.508811775275,59.946264057,114.91697152,0,0,0,3,0,1,1,1,0,1,3,1
16212,150104,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,2,0,3,4,1,1,1,1,0,1,1,1
22478,150109,184,19.33,75,0.94,42.95,0.81,1.01,9.69,17.18,6.82,6,73.24,10.7,1.773746805295,55.48398014,105.49868152,2,3,0,4,1,0,0,1,0,2,2,2
18543,150112,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,2,1,0,4,1,0,0,1,1,1,1,2
20969,150113,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,1,2,1,4,1,1,1,1,0,1,2,2
19057,150115,179,19.97,75,0.94,42.99,1.86,0.3,12.3,19.94,6.82,7.22,80.51,8.64,2.578285655269,67.223188341,110.61331279,1,2,3,5,0,1,1,1,0,1,2,1
23204,150125,186,15.71,76,1.08,41.74,10.9,10.86,9.04,19.89,5.12,12.95,75.18,4.34,2.512750445312,62.096408618,127.69528576,1,2,1,4,1,1,1,1,0,1,2,3
21221,150126,181,20.05,75,1.03,42.7,13.95,3.87,9.98,19.74,5.4,9.77,74.01,4.58,2.508811775275,59.946264057,114.91697152,0,1,2,3,1,,0,1,,2,2,2
21114,150128,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,0,2,3,4,1,1,1,1,0,1,2,2
16088,150133,180,43.91,75,0.94,43.22,2.56,1.59,10.5,17.46,7.05,5.91,71.35,6.17,2.152586597484,53.463024056,93.836945476,1,0,3,3,0,1,1,0,0,1,3,1
15029,150146,180,43.91,75,0.94,43.22,2.56,1.59,10.5,17.46,7.05,5.91,71.35,6.17,2.152586597484,53.463024056,93.836945476,1,0,0,4,0,0,1,1,0,1,2,1
11458,150149,179,19.97,75,0.94,42.99,1.86,0.3,12.3,19.94,6.82,7.22,80.51,8.64,2.578285655269,67.223188341,110.61331279,3,0,2,4,1,1,0,1,1,1,3,1
17059,150150,180,43.91,75,0.94,43.22,2.56,1.59,10.5,17.46,7.05,5.91,71.35,6.17,2.152586597484,53.463024056,93.836945476,2,1,0,4,1,1,1,0,0,2,3,2
25107,150153,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,0,3,0,4,1,1,1,0,1,2,3,2
20379,150157,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,0,3,2,5,1,1,1,0,1,1,2,2
19071,150158,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,1,1,0,5,1,0,1,1,0,1,3,2
20636,150160,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,0,3,1,,1,,0,1,,1,3,1
21361,150161,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,1,2,0,4,1,0,1,1,0,1,3,2
21778,150162,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,1,3,3,4,1,,0,1,,2,2,2
17672,150165,186,15.71,76,1.08,41.74,10.9,10.86,9.04,19.89,5.12,12.95,75.18,4.34,2.512750445312,62.096408618,127.69528576,0,1,1,3,1,,0,1,,1,2,1
18311,150166,181,20.05,75,1.03,42.7,13.95,3.87,9.98,19.74,5.4,9.77,74.01,4.58,2.508811775275,59.946264057,114.91697152,0,1,1,4,1,,0,0,,1,3,1
22562,150167,180,43.91,75,0.94,43.22,2.56,1.59,10.5,17.46,7.05,5.91,71.35,6.17,2.152586597484,53.463024056,93.836945476,0,3,0,,1,0,1,1,0,1,2,1
23380,150168,180,43.91,75,0.94,43.22,2.56,1.59,10.5,17.46,7.05,5.91,71.35,6.17,2.152586597484,53.463024056,93.836945476,0,3,0,,1,1,1,0,0,2,3,1
22543,150169,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,2,2,3,3,1,1,1,1,0,1,2,2
17659,150172,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,65.699548133,130.73605784,0,2,2,,1,0,1,0,0,1,3,1
21282,150173,184,19.33,75,0.94,42.95,0.81,1.01,9.69,17.18,6.82,6,73.24,10.7,1.773746805295,55.48398014,105.49868152,1,2,3,3,1,0,0,1,1,2,2,2
22942,150175,179,19.97,75,0.94,42.99,1.86,0.3,12.3,19.94,6.82,7.22,80.51,8.64,2.578285655269,67.223188341,110.61331279,0,3,0,4,1,0,0,1,0,1,3,1
21423,150176,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,65.699548133,130.73605784,1,3,2,1,1,,0,1,,1,3,1
29208,150177,187,32.43,76,0.93,43.1,3.82,1.75,10.31,16.89,5.88,6.77,64.27,12.38,1.897380901923,67.500951618,111.61890831,0,3,1,,1,,0,1,,1,3,1
9882,150179,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,0,0,1,,1,0,1,0,0,2,2,1
16327,150181,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,0,0,0,4,1,1,1,0,0,1,2,1
24252,150182,183,26.5,75,0.96,42.88,6.03,0.72,11.14,16.93,6.62,7.46,72.92,13.12,2.103997737955,72.456736099,136.63058292,0,3,2,,1,,0,1,,1,2,1
16777,160001,192,15.05,76,0.87,43.06,1.09,0.87,9.4,16.09,5.69,5.31,62.5,6.65,2.294635547762,78.175418307,103.36382433,1,1,2,3,0,0,0,0,0,1,2,1
17760,160005,192,15.05,76,0.87,43.06,1.09,0.87,9.4,16.09,5.69,5.31,62.5,6.65,2.294635547762,78.175418307,103.36382433,0,1,2,4,0,0,0,0,0,1,2,1
14945,160008,194,15.07,76,0.87,43.64,0.66,1.27,9.44,16.17,5.48,3.76,74.13,3.09,2.278887054796,75.158039355,127.56453688,1,0,2,2,0,0,1,0,1,1,2,1
13906,160013,194,15.07,76,0.87,43.64,0.66,1.27,9.44,16.17,5.48,3.76,74.13,3.09,2.278887054796,75.158039355,127.56453688,1,0,2,3,0,1,1,0,0,1,2,1
18335,160016,192,15.05,76,0.87,43.06,1.09,0.87,9.4,16.09,5.69,5.31,62.5,6.65,2.294635547762,78.175418307,103.36382433,1,2,2,3,0,1,0,1,0,1,2,2
15539,160024,192,15.05,76,0.87,43.06,1.09,0.87,9.4,16.09,5.69,5.31,62.5,6.65,2.294635547762,78.175418307,103.36382433,2,1,1,4,1,1,0,1,1,3,2,2
16703,160028,278,16.7,76,0.88,43.57,2.24,1.63,8.18,17.02,6.7,6.6,66.48,10.73,2.521739503776,69.52675853,119.20280277,3,1,1,3,1,1,0,1,1,1,2,2
17102,160029,194,15.07,76,0.87,43.64,0.66,1.27,9.44,16.17,5.48,3.76,74.13,3.09,2.278887054796,75.158039355,127.56453688,0,2,3,5,1,1,1,1,1,2,2,2
19090,160030,192,15.05,76,0.87,43.06,1.09,0.87,9.4,16.09,5.69,5.31,62.5,6.65,2.294635547762,78.175418307,103.36382433,0,2,0,3,1,0,1,1,0,1,1,2
13041,160032,192,15.05,76,0.87,43.06,1.09,0.87,9.4,16.09,5.69,5.31,62.5,6.65,2.294635547762,78.175418307,103.36382433,0,0,2,3,0,0,0,0,0,1,1,1
19365,160033,191,20.5,76,0.91,44.11,2.54,1.98,8.12,17.65,5.77,8.26,66.84,11.49,2.489306512929,65.318896679,115.19203228,1,2,0,4,1,0,1,1,0,1,2,3
19351,160040,197,13.32,76,0.93,43.87,2.74,0.42,7.94,16.14,5.48,6.13,83.88,0.5,2.70762079471,76.254850639,114.97526699,0,1,0,3,1,0,1,1,0,1,2,1
