"episode","Provider","hrr","maadvantage","avgagehrr","avghcchrr","pctmalehrr","pctblackhrr","pcthispanichrr","pctmdcaidhrr","pctbenesusip","pctbenesusnf","pctbenesuhh","pctbenesuop","pctbenesuasc","Acute Care Hospital Beds per 1,000 Residents (2012)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Rank for Variable dshpct","Rank for Variable cmi","Rank for Variable mdadjadmit","qstarrating","urbanlocation","joinnetwork","jchaoaccredited","qieffort","reform","mdaffiliation","ownershipstatus","hospitalbedsize"
14260,030137,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,69.503844582,132.03426911,,,,,1,,0,,,1,3,1
16116,040001,021,28.06,75,0.9,44.03,0.36,2.24,11.99,16.32,4.56,8.22,56.2,8.68,1.731068193607,65.678114121,97.993572041,3,0,1,3,1,0,1,0,1,1,3,1
14904,040002,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,3,0,1,3,0,0,0,0,1,2,2,1
20560,040004,021,28.06,75,0.9,44.03,0.36,2.24,11.99,16.32,4.56,8.22,56.2,8.68,1.731068193607,65.678114121,97.993572041,1,2,3,3,1,0,1,0,1,2,2,2
23270,040007,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,2,3,3,2,1,1,1,1,1,1,2,3
19406,040010,021,28.06,75,0.9,44.03,0.36,2.24,11.99,16.32,4.56,8.22,56.2,8.68,1.731068193607,65.678114121,97.993572041,0,2,2,4,1,0,1,0,0,1,2,2
11757,040011,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,1,0,2,3,0,0,0,0,0,1,2,1
17320,040014,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,2,1,3,3,0,0,0,1,1,1,2,3
15005,040015,016,24.45,75,0.96,44.27,1.53,1.12,17,18.41,4.85,12.22,64.24,10.43,2.768829751003,68.554037415,86.194933974,3,0,3,3,0,0,0,0,0,1,1,1
21097,040016,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,3,3,0,1,1,0,1,1,1,2,1,3
17179,040017,021,28.06,75,0.9,44.03,0.36,2.24,11.99,16.32,4.56,8.22,56.2,8.68,1.731068193607,65.678114121,97.993572041,2,1,2,3,0,0,0,0,1,1,2,2
13395,040018,016,24.45,75,0.96,44.27,1.53,1.12,17,18.41,4.85,12.22,64.24,10.43,2.768829751003,68.554037415,86.194933974,2,0,1,3,1,,1,1,,1,3,2
13731,040019,379,21.96,75,1.01,42.02,24.83,0.59,16.75,18.11,4.78,9.36,58.42,14.19,2.76217115554,60.843269743,108.31352154,3,0,2,2,0,0,1,0,1,1,3,2
20305,040020,018,18.06,75,0.94,42.37,1.57,0.46,17.4,20.22,5.2,8,70.65,10,2.800676150451,60.264424598,90.102236787,2,3,2,1,1,1,1,1,0,2,2,2
18880,040022,021,28.06,75,0.9,44.03,0.36,2.24,11.99,16.32,4.56,8.22,56.2,8.68,1.731068193607,65.678114121,97.993572041,2,2,0,3,1,1,1,0,0,2,3,3
19451,040026,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,1,2,3,2,1,1,1,1,0,1,2,2
19172,040027,270,39.37,75,0.91,45.39,0.36,0.68,11.26,16.05,5.02,7.44,66.37,5.3,2.006928981456,63.262040109,96.385389146,0,2,2,3,0,0,0,1,0,1,2,2
19016,040029,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,1,2,2,3,1,0,1,0,0,1,2,2
19878,040036,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,1,2,0,3,1,1,1,0,0,1,2,2
17106,040039,018,18.06,75,0.94,42.37,1.57,0.46,17.4,20.22,5.2,8,70.65,10,2.800676150451,60.264424598,90.102236787,2,0,2,2,0,0,1,0,1,1,2,2
19626,040041,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,2,1,0,3,0,0,1,0,0,1,3,2
14471,040047,018,18.06,75,0.94,42.37,1.57,0.46,17.4,20.22,5.2,8,70.65,10,2.800676150451,60.264424598,90.102236787,1,0,2,3,0,0,0,0,1,1,2,1
16826,040050,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,2,0,1,4,0,0,0,0,1,1,2,1
13655,040051,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,2,0,1,3,0,0,0,0,1,1,2,1
20612,040055,016,24.45,75,0.96,44.27,1.53,1.12,17,18.41,4.85,12.22,64.24,10.43,2.768829751003,68.554037415,86.194933974,2,2,1,2,1,0,1,0,0,3,3,3
21407,040062,016,24.45,75,0.96,44.27,1.53,1.12,17,18.41,4.85,12.22,64.24,10.43,2.768829751003,68.554037415,86.194933974,2,2,0,3,1,1,1,0,0,1,2,2
16133,040067,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,2,0,2,2,0,1,0,0,0,3,1,1
12405,040069,379,21.96,75,1.01,42.02,24.83,0.59,16.75,18.11,4.78,9.36,58.42,14.19,2.76217115554,60.843269743,108.31352154,3,0,2,2,0,0,1,0,0,1,2,2
21322,040071,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,2,2,2,2,1,1,0,0,0,3,2,3
14976,040072,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,1,0,0,4,0,0,0,0,0,1,2,1
14999,040074,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,0,0,3,2,1,,0,0,,1,3,2
14695,040076,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,3,0,0,3,0,0,0,0,0,1,2,1
20754,040078,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,2,2,2,2,1,0,1,0,0,1,3,2
17380,040084,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,1,1,1,3,1,1,0,0,0,1,2,2
11630,040085,379,21.96,75,1.01,42.02,24.83,0.59,16.75,18.11,4.78,9.36,58.42,14.19,2.76217115554,60.843269743,108.31352154,3,0,1,2,0,0,1,0,1,1,3,2
20946,040088,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,2,1,2,3,0,0,1,0,1,1,3,2
20929,040114,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,2,3,0,3,1,1,1,0,0,3,2,3
19840,040118,018,18.06,75,0.94,42.37,1.57,0.46,17.4,20.22,5.2,8,70.65,10,2.800676150451,60.264424598,90.102236787,1,2,0,3,1,1,1,1,0,2,2,2
19296,040119,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,3,2,2,2,0,0,0,1,0,1,2,2
20469,040134,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,0,3,1,4,1,0,1,0,0,1,3,2
18023,040137,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,0,0,2,2,1,1,0,1,1,1,2,1
20947,040147,019,17.28,75,0.93,43.6,9.74,0.69,13.38,18.01,4.97,8.15,68.04,12.75,2.734409483004,61.408139361,110.32451404,0,3,0,5,1,0,1,0,0,1,3,1
22992,040152,021,28.06,75,0.9,44.03,0.36,2.24,11.99,16.32,4.56,8.22,56.2,8.68,1.731068193607,65.678114121,97.993572041,0,3,2,,1,0,0,0,0,1,3,1
17782,040153,022,19.48,75,1,43.77,12.88,0.99,16.34,18.27,4.78,13.62,61.01,10.59,2.928994917282,57.235720074,96.804674302,0,0,0,3,0,0,0,0,1,1,3,1
20847,050002,065,52.25,75,0.97,44.4,11.66,11.14,28.87,13.84,4.96,9.49,53.85,12.06,1.750775546781,108.39607017,153.46885462,3,2,2,1,1,,1,0,,1,2,2
18281,050006,073,5.99,75,0.86,46.31,0.59,2.99,12.63,14.18,3.85,6.71,51.52,12.59,1.810228338232,77.039688144,113.2640887,2,3,1,3,0,0,0,1,0,1,2,2
19558,050007,085,47.8,76,0.86,44.05,2.51,9.01,6.31,11.6,3.74,8.22,63.31,11.31,1.535326427169,82.955493103,155.8038031,0,2,0,4,1,0,1,1,0,2,2,2
23307,050008,081,48.33,76,0.95,44.74,7.5,9.14,32.72,12.85,4.37,8.88,65.97,9.28,1.738416562977,115.06699924,172.20404713,1,3,3,3,1,,1,1,,2,2,2
19767,050009,062,20.49,75,0.91,47.32,1.06,7.42,17.47,13.8,4.39,6.32,74.58,4.24,1.861824672655,103.71816812,172.90683506,1,3,0,3,1,0,1,1,1,2,2,2
22170,050013,062,20.49,75,0.91,47.32,1.06,7.42,17.47,13.8,4.39,6.32,74.58,4.24,1.861824672655,103.71816812,172.90683506,2,3,0,3,1,1,1,1,0,1,2,2
17886,050014,077,45,75,0.93,45.54,3.6,8.64,15.85,14.24,4.49,8.03,51.52,11.62,1.538156534109,78.784384253,124.21354406,1,1,0,2,0,0,1,1,0,1,2,1
22376,050017,077,45,75,0.93,45.54,3.6,8.64,15.85,14.24,4.49,8.03,51.52,11.62,1.538156534109,78.784384253,124.21354406,3,3,0,3,1,1,1,1,0,3,2,2
25188,050018,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,3,1,1,3,1,,1,0,,1,3,2
22234,050022,079,69.68,74,1.04,47.42,7.63,19.22,16.18,15.3,4.91,9.38,46.57,9.88,1.661651718692,57.509187998,95.789715068,3,3,1,2,1,0,1,0,,1,1,2
20280,050024,080,53.23,75,0.94,46.37,3.11,18.46,13.02,13.69,4.79,9.64,47.32,9.81,1.404539447423,69.138535728,131.69820051,3,1,2,3,1,1,1,,0,1,3,2
24434,050025,080,53.23,75,0.94,46.37,3.11,18.46,13.02,13.69,4.79,9.64,47.32,9.81,1.404539447423,69.138535728,131.69820051,3,3,1,3,1,1,1,1,1,3,2,3
20240,050026,080,53.23,75,0.94,46.37,3.11,18.46,13.02,13.69,4.79,9.64,47.32,9.81,1.404539447423,69.138535728,131.69820051,3,2,0,3,1,1,1,1,1,1,1,3
14465,050028,073,5.99,75,0.86,46.31,0.59,2.99,12.63,14.18,3.85,6.71,51.52,12.59,1.810228338232,77.039688144,113.2640887,2,0,1,3,0,0,0,0,0,1,3,1
16643,050030,031,2.67,75,0.94,45.42,0.75,5.64,14.84,17.12,4.94,8.03,64.86,7.81,1.927846758597,66.215304653,125.67716053,3,1,0,2,1,0,0,0,1,1,2,2
21042,050036,025,34.69,74,1.02,45.81,2.34,28.79,29.33,15.41,4.11,7.64,55.02,13.68,1.984145169627,53.765781442,88.709141408,3,3,0,2,1,0,1,1,1,2,2,2
19011,050038,082,54.45,75,0.88,45.71,1.87,13.31,13.72,12.42,4.23,7.63,46.65,12.96,1.300868036298,87.808581627,134.31906203,3,2,3,2,1,0,1,1,1,2,1,3
19396,050039,031,2.67,75,0.94,45.42,0.75,5.64,14.84,17.12,4.94,8.03,64.86,7.81,1.927846758597,66.215304653,125.67716053,2,2,0,3,1,0,1,0,1,1,2,2
14729,050040,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,3,0,3,2,1,0,1,0,0,3,2,2
15266,050042,031,2.67,75,0.94,45.42,0.75,5.64,14.84,17.12,4.94,8.03,64.86,7.81,1.927846758597,66.215304653,125.67716053,3,0,3,3,0,0,1,1,0,1,2,1
22733,050043,065,52.25,75,0.97,44.4,11.66,11.14,28.87,13.84,4.96,9.49,53.85,12.06,1.750775546781,108.39607017,153.46885462,3,3,1,3,1,0,1,1,1,2,2,3
19378,050045,080,53.23,75,0.94,46.37,3.11,18.46,13.02,13.69,4.79,9.64,47.32,9.81,1.404539447423,69.138535728,131.69820051,3,1,2,2,1,0,1,0,0,2,2,2
20911,050047,081,48.33,76,0.95,44.74,7.5,9.14,32.72,12.85,4.37,8.88,65.97,9.28,1.738416562977,115.06699924,172.20404713,2,3,1,3,1,0,1,1,0,2,2,3
18407,050054,079,69.68,74,1.04,47.42,7.63,19.22,16.18,15.3,4.91,9.38,46.57,9.88,1.661651718692,57.509187998,95.789715068,2,1,0,2,1,0,1,0,0,1,1,1
17046,050055,081,48.33,76,0.95,44.74,7.5,9.14,32.72,12.85,4.37,8.88,65.97,9.28,1.738416562977,115.06699924,172.20404713,3,2,3,2,1,0,1,1,0,2,2,2
20657,050056,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,3,3,3,1,1,,1,1,,1,1,2
21231,050057,025,34.69,74,1.02,45.81,2.34,28.79,29.33,15.41,4.11,7.64,55.02,13.68,1.984145169627,53.765781442,88.709141408,3,3,0,4,1,0,1,1,0,1,1,3
22463,050058,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,3,2,0,3,1,0,1,1,0,1,2,2
20941,050060,043,35.01,75,0.97,46,3.14,28.23,26.45,14.54,3.79,7.69,51.73,12.07,2.006915281556,59.944955243,92.813512119,3,3,3,2,1,,1,1,,3,2,3
23454,050063,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,3,3,0,2,1,0,1,1,0,1,3,2
14741,050067,058,33.85,75,0.98,45.63,2.19,20.64,24.12,15.83,4.92,7.66,52.87,9.22,1.894935220596,71.180260112,108.85714184,3,0,3,3,1,,1,0,,1,1,1
24359,050069,023,55.53,76,1.01,44.21,1.2,9.58,18.72,14.19,4.63,10.78,53.04,13.28,1.444543528007,72.774590732,130.93582948,2,3,1,2,1,1,1,1,0,2,2,3
15220,050070,085,47.8,76,0.86,44.05,2.51,9.01,6.31,11.6,3.74,8.22,63.31,11.31,1.535326427169,82.955493103,155.8038031,0,2,3,3,1,0,1,1,,1,2,2
21254,050071,082,54.45,75,0.88,45.71,1.87,13.31,13.72,12.42,4.23,7.63,46.65,12.96,1.300868036298,87.808581627,134.31906203,0,3,3,3,1,1,1,1,1,1,2,2
13459,050072,033,52.08,75,0.94,43.9,5.51,10.27,15.33,14.37,4.78,9.54,55.05,14.45,1.363656719142,90.489610071,145.55670901,0,2,2,3,1,0,1,1,,3,2,2
16465,050073,081,48.33,76,0.95,44.74,7.5,9.14,32.72,12.85,4.37,8.88,65.97,9.28,1.738416562977,115.06699924,172.20404713,0,2,3,3,1,0,1,1,,1,2,2
17473,050075,065,52.25,75,0.97,44.4,11.66,11.14,28.87,13.84,4.96,9.49,53.85,12.06,1.750775546781,108.39607017,153.46885462,0,2,3,3,1,,1,1,,3,2,2
15916,050076,081,48.33,76,0.95,44.74,7.5,9.14,32.72,12.85,4.37,8.88,65.97,9.28,1.738416562977,115.06699924,172.20404713,0,3,3,4,1,,1,1,,3,2,3
22221,050077,080,53.23,75,0.94,46.37,3.11,18.46,13.02,13.69,4.79,9.64,47.32,9.81,1.404539447423,69.138535728,131.69820051,3,2,0,3,1,0,1,0,0,3,2,3
19427,050078,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,2,1,0,3,1,1,1,1,0,1,2,2
21677,050082,096,34.34,75,0.95,44.6,1.43,18.88,16.78,14.9,4.15,11.2,48.34,15.87,1.585770489706,79.547443566,130.20577133,3,3,2,2,1,0,1,1,,1,2,2
21473,050084,091,41.18,75,0.98,45.6,5.6,19.51,22.44,15.4,5.42,8.6,53.4,11.03,1.782852670862,61.556742027,103.58604849,3,3,3,2,1,,1,1,,1,2,2
19598,050089,079,69.68,74,1.04,47.42,7.63,19.22,16.18,15.3,4.91,9.38,46.57,9.88,1.661651718692,57.509187998,95.789715068,3,1,0,2,1,0,1,1,0,1,2,2
18822,050090,089,46.16,75,0.89,44.07,0.87,7.26,13.67,13.13,4.62,7.65,63.69,11.65,1.315420984625,94.826326906,141.49968956,1,2,2,4,1,,,0,,1,1,1
18708,050091,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,3,0,2,2,1,0,0,0,0,1,3,2
21443,050093,043,35.01,75,0.97,46,3.14,28.23,26.45,14.54,3.79,7.69,51.73,12.07,2.006915281556,59.944955243,92.813512119,3,2,0,2,1,1,1,0,0,2,2,3
26086,050096,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,1,3,3,,1,0,1,0,0,1,3,1
20746,050099,079,69.68,74,1.04,47.42,7.63,19.22,16.18,15.3,4.91,9.38,46.57,9.88,1.661651718692,57.509187998,95.789715068,1,3,0,2,1,0,1,0,0,1,2,2
22909,050100,080,53.23,75,0.94,46.37,3.11,18.46,13.02,13.69,4.79,9.64,47.32,9.81,1.404539447423,69.138535728,131.69820051,3,3,0,4,1,1,1,1,0,1,2,3
19542,050101,081,48.33,76,0.95,44.74,7.5,9.14,32.72,12.85,4.37,8.88,65.97,9.28,1.738416562977,115.06699924,172.20404713,3,2,0,3,1,0,1,1,0,1,2,2
22747,050102,079,69.68,74,1.04,47.42,7.63,19.22,16.18,15.3,4.91,9.38,46.57,9.88,1.661651718692,57.509187998,95.789715068,3,2,0,2,1,0,1,0,1,1,2,2
22756,050103,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,3,2,0,3,1,1,1,1,0,3,2,2
23180,050104,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,3,2,2,3,1,,1,1,,1,2,3
18662,050107,086,17.35,76,0.91,44.88,1.49,16.65,13.27,12.49,3.98,7.66,51.63,16.56,1.512595644759,77.660283256,133.83826894,3,2,2,3,1,1,1,1,0,1,2,2
21968,050108,077,45,75,0.93,45.54,3.6,8.64,15.85,14.24,4.49,8.03,51.52,11.62,1.538156534109,78.784384253,124.21354406,3,3,0,4,1,0,1,1,0,2,2,3
15227,050110,086,17.35,76,0.91,44.88,1.49,16.65,13.27,12.49,3.98,7.66,51.63,16.56,1.512595644759,77.660283256,133.83826894,2,0,3,2,1,,1,0,,1,1,2
21067,050112,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,2,2,0,4,1,1,1,1,1,2,1,2
17175,050113,085,47.8,76,0.86,44.05,2.51,9.01,6.31,11.6,3.74,8.22,63.31,11.31,1.535326427169,82.955493103,155.8038031,3,1,3,3,1,0,1,0,1,1,1,2
22027,050115,080,53.23,75,0.94,46.37,3.11,18.46,13.02,13.69,4.79,9.64,47.32,9.81,1.404539447423,69.138535728,131.69820051,2,2,0,3,1,0,1,1,0,2,1,3
21970,050116,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,3,3,0,2,1,0,1,1,1,1,2,3
16465,050118,091,41.18,75,0.98,45.6,5.6,19.51,22.44,15.4,5.42,8.6,53.4,11.03,1.782852670862,61.556742027,103.58604849,1,0,0,3,1,1,1,1,0,1,3,1
16596,050121,043,35.01,75,0.97,46,3.14,28.23,26.45,14.54,3.79,7.69,51.73,12.07,2.006915281556,59.944955243,92.813512119,3,1,0,2,1,1,0,1,0,2,2,2
20907,050122,091,41.18,75,0.98,45.6,5.6,19.51,22.44,15.4,5.42,8.6,53.4,11.03,1.782852670862,61.556742027,103.58604849,3,3,3,2,1,,1,1,,1,2,2
20359,050124,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,0,1,0,2,1,0,0,1,0,1,2,2
19488,050125,082,54.45,75,0.88,45.71,1.87,13.31,13.72,12.42,4.23,7.63,46.65,12.96,1.300868036298,87.808581627,134.31906203,3,3,1,2,1,0,1,1,0,1,2,2
24895,050126,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,3,3,0,2,1,0,1,1,0,1,2,2
19506,050127,077,45,75,0.93,45.54,3.6,8.64,15.85,14.24,4.49,8.03,51.52,11.62,1.538156534109,78.784384253,124.21354406,2,2,0,3,1,1,1,1,0,1,2,2
22277,050128,080,53.23,75,0.94,46.37,3.11,18.46,13.02,13.69,4.79,9.64,47.32,9.81,1.404539447423,69.138535728,131.69820051,3,3,0,2,1,0,1,1,0,1,1,2
22922,050129,079,69.68,74,1.04,47.42,7.63,19.22,16.18,15.3,4.91,9.38,46.57,9.88,1.661651718692,57.509187998,95.789715068,3,3,2,2,1,1,1,1,0,2,2,2
19066,050131,081,48.33,76,0.95,44.74,7.5,9.14,32.72,12.85,4.37,8.88,65.97,9.28,1.738416562977,115.06699924,172.20404713,0,1,1,4,1,0,1,1,0,1,2,1
26664,050132,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,3,2,0,4,1,0,1,1,0,1,3,2
18575,050133,077,45,75,0.93,45.54,3.6,8.64,15.85,14.24,4.49,8.03,51.52,11.62,1.538156534109,78.784384253,124.21354406,3,2,0,1,1,0,0,0,0,1,2,2
24715,050135,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,3,0,2,3,1,,0,0,,1,3,2
17865,050136,089,46.16,75,0.89,44.07,0.87,7.26,13.67,13.13,4.62,7.65,63.69,11.65,1.315420984625,94.826326906,141.49968956,1,1,0,3,1,0,1,0,0,1,2,1
18623,050137,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,0,2,2,3,1,1,1,1,,1,2,2
20292,050138,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,0,3,3,3,1,0,1,1,1,3,2,3
19180,050139,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,0,2,3,3,1,,1,1,0,2,2,3
17904,050140,079,69.68,74,1.04,47.42,7.63,19.22,16.18,15.3,4.91,9.38,46.57,9.88,1.661651718692,57.509187998,95.789715068,0,2,3,3,1,0,1,1,1,2,2,3
19754,050145,078,3.39,75,0.87,43.95,2.54,24.34,17.41,13.14,3.88,8.42,62.83,16.74,1.729482224764,73.424940142,128.56018773,0,3,0,5,1,1,1,1,1,1,2,2
20633,050149,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,3,2,2,2,1,0,1,1,0,2,2,2
16699,050150,077,45,75,0.93,45.54,3.6,8.64,15.85,14.24,4.49,8.03,51.52,11.62,1.538156534109,78.784384253,124.21354406,1,1,2,3,0,1,1,1,0,1,2,2
20949,050152,081,48.33,76,0.95,44.74,7.5,9.14,32.72,12.85,4.37,8.88,65.97,9.28,1.738416562977,115.06699924,172.20404713,3,2,3,3,1,,1,1,,1,2,2
21662,050153,082,54.45,75,0.88,45.71,1.87,13.31,13.72,12.42,4.23,7.63,46.65,12.96,1.300868036298,87.808581627,134.31906203,3,3,2,2,1,0,1,1,,1,2,2
24931,050158,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,2,2,0,3,1,0,1,0,0,1,3,2
17169,050159,096,34.34,75,0.95,44.6,1.43,18.88,16.78,14.9,4.15,11.2,48.34,15.87,1.585770489706,79.547443566,130.20577133,3,2,2,2,1,,1,1,,2,1,2
19282,050167,091,41.18,75,0.98,45.6,5.6,19.51,22.44,15.4,5.42,8.6,53.4,11.03,1.782852670862,61.556742027,103.58604849,3,2,2,2,1,0,1,0,,2,1,2
23881,050168,023,55.53,76,1.01,44.21,1.2,9.58,18.72,14.19,4.63,10.78,53.04,13.28,1.444543528007,72.774590732,130.93582948,1,3,0,3,1,0,1,1,1,1,2,2
21699,050169,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,2,2,0,3,1,0,1,1,0,2,2,2
21112,050174,089,46.16,75,0.89,44.07,0.87,7.26,13.67,13.13,4.62,7.65,63.69,11.65,1.315420984625,94.826326906,141.49968956,2,3,1,4,1,0,1,1,0,1,2,2
16914,050179,058,33.85,75,0.98,45.63,2.19,20.64,24.12,15.83,4.92,7.66,52.87,9.22,1.894935220596,71.180260112,108.85714184,3,1,0,3,1,0,1,1,0,2,2,2
20782,050180,033,52.08,75,0.94,43.9,5.51,10.27,15.33,14.37,4.78,9.54,55.05,14.45,1.363656719142,90.489610071,145.55670901,0,2,0,4,1,1,1,1,1,2,2,2
13342,050189,078,3.39,75,0.87,43.95,2.54,24.34,17.41,13.14,3.88,8.42,62.83,16.74,1.729482224764,73.424940142,128.56018773,3,1,3,3,1,,1,0,,1,2,1
24512,050191,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,3,2,1,3,1,1,1,1,1,2,2,3
13364,050192,043,35.01,75,0.97,46,3.14,28.23,26.45,14.54,3.79,7.69,51.73,12.07,2.006915281556,59.944955243,92.813512119,3,0,0,2,1,1,0,1,0,1,2,1
17047,050194,087,10.32,74,0.84,45.43,0.66,15.41,14.56,12.06,3.62,7.7,40.95,9.19,1.528187326578,97.636235066,147.57297457,3,1,2,3,1,0,1,0,0,1,3,2
19431,050195,065,52.25,75,0.97,44.4,11.66,11.14,28.87,13.84,4.96,9.49,53.85,12.06,1.750775546781,108.39607017,153.46885462,2,3,2,3,1,0,1,1,,3,1,2
21890,050197,085,47.8,76,0.86,44.05,2.51,9.01,6.31,11.6,3.74,8.22,63.31,11.31,1.535326427169,82.955493103,155.8038031,0,3,0,4,1,0,1,1,0,3,2,2
19928,050204,056,60.28,76,1.1,44.4,7.22,16.9,24.37,16.23,5.38,13.62,48.85,12.14,1.840698629196,69.936078928,127.36299458,3,2,1,3,1,1,1,1,,1,3,2
